17031405000012001,1/2001,23,0.0
39000405000012002,1/2002,26,0.0
13001805000012004,1/2004,2,2600.0
20013005000012004,1/2004,5,0.0
13002305000012005,1/2005,2,4000.0
17011005000012005,1/2005,40,54000.0
17011005000012005,1/2005,4,6920.0
17011005000012005,1/2005,40,54000.0
17011005000012005,1/2005,4,6920.0
17011105000012005,1/2005,29,63800.0
27507505000012005,1/2005,15,68823.3
27507505000012005,1/2005,13,79300.0
27507505000012005,1/2005,1,6750.0
27507505000012005,1/2005,15,68823.3
27507505000012005,1/2005,13,79300.0
27507505000012005,1/2005,1,6750.0
27507505000012005,1/2005,15,68823.3
27507505000012005,1/2005,13,79300.0
27507505000012005,1/2005,1,6750.0
80308005000012005,1/2005,74,450895.32
80308005000012005,1/2005,14,85304.52
80308005000012005,1/2005,50,187650.0
80308005000012005,1/2005,74,450895.32
80308005000012005,1/2005,14,85304.52
80308005000012005,1/2005,50,187650.0
80308005000012005,1/2005,74,450895.32
80308005000012005,1/2005,14,85304.52
80308005000012005,1/2005,50,187650.0
92534905000012006,1/2006,2,7635.36
92563305000012008,1/2008,8,2117.8
92563305000012008,1/2008,22,1981.75
92563305000012008,1/2008,8,2117.8
92563305000012008,1/2008,22,1981.75
16009105000012009,1/2009,100,4000.0
12002505000012011,1/2011,80,3773.33
15837605000012013,1/2013,100,177.74
15845405000012013,1/2013,4,9219.17
16036305000012013,1/2013,177,1100.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,239.0
16042205000012013,1/2013,8,234.0
16042205000012013,1/2013,8,259.0
16042205000012013,1/2013,8,338.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,239.0
16042205000012013,1/2013,8,234.0
16042205000012013,1/2013,8,259.0
16042205000012013,1/2013,8,338.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,239.0
16042205000012013,1/2013,8,234.0
16042205000012013,1/2013,8,259.0
16042205000012013,1/2013,8,338.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,239.0
16042205000012013,1/2013,8,234.0
16042205000012013,1/2013,8,259.0
16042205000012013,1/2013,8,338.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,239.0
16042205000012013,1/2013,8,234.0
16042205000012013,1/2013,8,259.0
16042205000012013,1/2013,8,338.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,249.0
16042205000012013,1/2013,8,239.0
16042205000012013,1/2013,8,234.0
16042205000012013,1/2013,8,259.0
16042205000012013,1/2013,8,338.0
